srr_id,local_raw_presence,local_processed_presence,local_processed_paths,sample_accession,study_accession,experiment_accession,library_layout,library_source,fastq_ftp,fastq_md5,fastq_bytes,remote_fastq_total_bytes,recovery_attempt_status,recovered_now,still_missing,blocked,blocked_reason,recommended_execution_environment,https_download_command,wsl_kraken2_command,checkpoint_status
SRR33963317,present,present,kraken_out/SRR33963317.report;kraken_out/SRR33963317.kraken;processed_data/current_best_taxonomy_matrix.csv,SAMN49039023,PRJNA1276251,SRX29162121,PAIRED,GENOMIC,ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/017/SRR33963317/SRR33963317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/017/SRR33963317/SRR33963317_2.fastq.gz,fb9c8f2c5b8278735354630ecafe99dc;5b5eb3faa3b956963899296b344ad8f7,4748173695;5307862583,10056036278,completed,recovered_and_classified,False,False,,Linux environment required,curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/017/SRR33963317/SRR33963317_1.fastq.gz' -o raw_data/recovered_fastq/SRR33963317_1.fastq.gz && curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/017/SRR33963317/SRR33963317_2.fastq.gz' -o raw_data/recovered_fastq/SRR33963317_2.fastq.gz,wget -c https://genome-idx.s3.amazonaws.com/kraken/minikraken2_v2_8GB_201904.tgz -O kraken_db/minikraken2_v2_8GB_201904.tgz && tar -xzf kraken_db/minikraken2_v2_8GB_201904.tgz -C kraken_db && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/017/SRR33963317/SRR33963317_1.fastq.gz' -O raw_data/recovered_fastq/SRR33963317_1.fastq.gz && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/017/SRR33963317/SRR33963317_2.fastq.gz' -O raw_data/recovered_fastq/SRR33963317_2.fastq.gz && kraken2 --db kraken_db/minikraken2_v2_8GB_201904_UPDATE --threads 4 --paired raw_data/recovered_fastq/SRR33963317_1.fastq.gz raw_data/recovered_fastq/SRR33963317_2.fastq.gz --report kraken_out/SRR33963317.report --output kraken_out/SRR33963317.kraken,classified
SRR33963318,present,present,kraken_out/SRR33963318.report;kraken_out/SRR33963318.kraken;processed_data/current_best_taxonomy_matrix.csv,SAMN49039022,PRJNA1276251,SRX29162120,PAIRED,GENOMIC,ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/018/SRR33963318/SRR33963318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/018/SRR33963318/SRR33963318_2.fastq.gz,d3fe8411c6f1be1a2d847080c1ef5cd4;ce65577d5f1c14d3780e81b8e63b65e7,3867161847;4267699252,8134861099,skipped_already_complete,recovered_and_classified,False,False,,Linux environment required,curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/018/SRR33963318/SRR33963318_1.fastq.gz' -o raw_data/recovered_fastq/SRR33963318_1.fastq.gz && curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/018/SRR33963318/SRR33963318_2.fastq.gz' -o raw_data/recovered_fastq/SRR33963318_2.fastq.gz,wget -c https://genome-idx.s3.amazonaws.com/kraken/minikraken2_v2_8GB_201904.tgz -O kraken_db/minikraken2_v2_8GB_201904.tgz && tar -xzf kraken_db/minikraken2_v2_8GB_201904.tgz -C kraken_db && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/018/SRR33963318/SRR33963318_1.fastq.gz' -O raw_data/recovered_fastq/SRR33963318_1.fastq.gz && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/018/SRR33963318/SRR33963318_2.fastq.gz' -O raw_data/recovered_fastq/SRR33963318_2.fastq.gz && kraken2 --db kraken_db/minikraken2_v2_8GB_201904_UPDATE --threads 4 --paired raw_data/recovered_fastq/SRR33963318_1.fastq.gz raw_data/recovered_fastq/SRR33963318_2.fastq.gz --report kraken_out/SRR33963318.report --output kraken_out/SRR33963318.kraken,classified
SRR33963319,present,present,kraken_out/SRR33963319.report;kraken_out/SRR33963319.kraken;processed_data/current_best_taxonomy_matrix.csv,SAMN49039021,PRJNA1276251,SRX29162119,PAIRED,GENOMIC,ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/019/SRR33963319/SRR33963319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/019/SRR33963319/SRR33963319_2.fastq.gz,a853accd2112895ffb24a2d38c26dfde;7fca4f187409dc42d0c289f5cd0147d7,1223957115;1331615908,2555573023,skipped_already_complete,recovered_and_classified,False,False,,Linux environment required,curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/019/SRR33963319/SRR33963319_1.fastq.gz' -o raw_data/recovered_fastq/SRR33963319_1.fastq.gz && curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/019/SRR33963319/SRR33963319_2.fastq.gz' -o raw_data/recovered_fastq/SRR33963319_2.fastq.gz,wget -c https://genome-idx.s3.amazonaws.com/kraken/minikraken2_v2_8GB_201904.tgz -O kraken_db/minikraken2_v2_8GB_201904.tgz && tar -xzf kraken_db/minikraken2_v2_8GB_201904.tgz -C kraken_db && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/019/SRR33963319/SRR33963319_1.fastq.gz' -O raw_data/recovered_fastq/SRR33963319_1.fastq.gz && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/019/SRR33963319/SRR33963319_2.fastq.gz' -O raw_data/recovered_fastq/SRR33963319_2.fastq.gz && kraken2 --db kraken_db/minikraken2_v2_8GB_201904_UPDATE --threads 4 --paired raw_data/recovered_fastq/SRR33963319_1.fastq.gz raw_data/recovered_fastq/SRR33963319_2.fastq.gz --report kraken_out/SRR33963319.report --output kraken_out/SRR33963319.kraken,classified
SRR33963320,present,present,kraken_out/SRR33963320.report;kraken_out/SRR33963320.kraken;processed_data/current_best_taxonomy_matrix.csv,SAMN49039020,PRJNA1276251,SRX29162118,PAIRED,GENOMIC,ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/020/SRR33963320/SRR33963320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/020/SRR33963320/SRR33963320_2.fastq.gz,bbd3af0d207ae218ad526142a954eddc;0b68311eb39af22b0101e5cddd20f7b9,1094796932;1188349266,2283146198,skipped_already_complete,recovered_and_classified,False,False,,Linux environment required,curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/020/SRR33963320/SRR33963320_1.fastq.gz' -o raw_data/recovered_fastq/SRR33963320_1.fastq.gz && curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/020/SRR33963320/SRR33963320_2.fastq.gz' -o raw_data/recovered_fastq/SRR33963320_2.fastq.gz,wget -c https://genome-idx.s3.amazonaws.com/kraken/minikraken2_v2_8GB_201904.tgz -O kraken_db/minikraken2_v2_8GB_201904.tgz && tar -xzf kraken_db/minikraken2_v2_8GB_201904.tgz -C kraken_db && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/020/SRR33963320/SRR33963320_1.fastq.gz' -O raw_data/recovered_fastq/SRR33963320_1.fastq.gz && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/020/SRR33963320/SRR33963320_2.fastq.gz' -O raw_data/recovered_fastq/SRR33963320_2.fastq.gz && kraken2 --db kraken_db/minikraken2_v2_8GB_201904_UPDATE --threads 4 --paired raw_data/recovered_fastq/SRR33963320_1.fastq.gz raw_data/recovered_fastq/SRR33963320_2.fastq.gz --report kraken_out/SRR33963320.report --output kraken_out/SRR33963320.kraken,classified
SRR33963321,present,present,kraken_out/SRR33963321.report;kraken_out/SRR33963321.kraken;processed_data/current_best_taxonomy_matrix.csv,SAMN49039019,PRJNA1276251,SRX29162117,PAIRED,GENOMIC,ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/021/SRR33963321/SRR33963321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/021/SRR33963321/SRR33963321_2.fastq.gz,4b14f24de87202554773cb64fef5bbde;def803ab1d1acc224f066fc331d1fbab,1570792338;1678943281,3249735619,skipped_already_complete,recovered_and_classified,False,False,,Linux environment required,curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/021/SRR33963321/SRR33963321_1.fastq.gz' -o raw_data/recovered_fastq/SRR33963321_1.fastq.gz && curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/021/SRR33963321/SRR33963321_2.fastq.gz' -o raw_data/recovered_fastq/SRR33963321_2.fastq.gz,wget -c https://genome-idx.s3.amazonaws.com/kraken/minikraken2_v2_8GB_201904.tgz -O kraken_db/minikraken2_v2_8GB_201904.tgz && tar -xzf kraken_db/minikraken2_v2_8GB_201904.tgz -C kraken_db && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/021/SRR33963321/SRR33963321_1.fastq.gz' -O raw_data/recovered_fastq/SRR33963321_1.fastq.gz && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/021/SRR33963321/SRR33963321_2.fastq.gz' -O raw_data/recovered_fastq/SRR33963321_2.fastq.gz && kraken2 --db kraken_db/minikraken2_v2_8GB_201904_UPDATE --threads 4 --paired raw_data/recovered_fastq/SRR33963321_1.fastq.gz raw_data/recovered_fastq/SRR33963321_2.fastq.gz --report kraken_out/SRR33963321.report --output kraken_out/SRR33963321.kraken,classified
SRR33963322,present,present,kraken_out/SRR33963322.report;kraken_out/SRR33963322.kraken;processed_data/current_best_taxonomy_matrix.csv,SAMN49039018,PRJNA1276251,SRX29162116,PAIRED,GENOMIC,ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/022/SRR33963322/SRR33963322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/022/SRR33963322/SRR33963322_2.fastq.gz,a60f3f9f2bb8bb3d5dc6303d8919f8a4;ec0471125ecbbb557fe94b5960301d3c,919639430;927664426,1847303856,skipped_already_complete,recovered_and_classified,False,False,,Linux environment required,curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/022/SRR33963322/SRR33963322_1.fastq.gz' -o raw_data/recovered_fastq/SRR33963322_1.fastq.gz && curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/022/SRR33963322/SRR33963322_2.fastq.gz' -o raw_data/recovered_fastq/SRR33963322_2.fastq.gz,wget -c https://genome-idx.s3.amazonaws.com/kraken/minikraken2_v2_8GB_201904.tgz -O kraken_db/minikraken2_v2_8GB_201904.tgz && tar -xzf kraken_db/minikraken2_v2_8GB_201904.tgz -C kraken_db && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/022/SRR33963322/SRR33963322_1.fastq.gz' -O raw_data/recovered_fastq/SRR33963322_1.fastq.gz && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/022/SRR33963322/SRR33963322_2.fastq.gz' -O raw_data/recovered_fastq/SRR33963322_2.fastq.gz && kraken2 --db kraken_db/minikraken2_v2_8GB_201904_UPDATE --threads 4 --paired raw_data/recovered_fastq/SRR33963322_1.fastq.gz raw_data/recovered_fastq/SRR33963322_2.fastq.gz --report kraken_out/SRR33963322.report --output kraken_out/SRR33963322.kraken,classified
SRR33963323,present,present,kraken_out/SRR33963323.report;kraken_out/SRR33963323.kraken;processed_data/current_best_taxonomy_matrix.csv,SAMN49039017,PRJNA1276251,SRX29162115,PAIRED,GENOMIC,ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/023/SRR33963323/SRR33963323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/023/SRR33963323/SRR33963323_2.fastq.gz,a308b3d4bb540d0b3dbe113c0a72eaa4;383de17ecc899157cc8615db238038d0,698478981;702937188,1401416169,skipped_already_complete,recovered_and_classified,False,False,,Linux environment required,curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/023/SRR33963323/SRR33963323_1.fastq.gz' -o raw_data/recovered_fastq/SRR33963323_1.fastq.gz && curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/023/SRR33963323/SRR33963323_2.fastq.gz' -o raw_data/recovered_fastq/SRR33963323_2.fastq.gz,wget -c https://genome-idx.s3.amazonaws.com/kraken/minikraken2_v2_8GB_201904.tgz -O kraken_db/minikraken2_v2_8GB_201904.tgz && tar -xzf kraken_db/minikraken2_v2_8GB_201904.tgz -C kraken_db && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/023/SRR33963323/SRR33963323_1.fastq.gz' -O raw_data/recovered_fastq/SRR33963323_1.fastq.gz && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/023/SRR33963323/SRR33963323_2.fastq.gz' -O raw_data/recovered_fastq/SRR33963323_2.fastq.gz && kraken2 --db kraken_db/minikraken2_v2_8GB_201904_UPDATE --threads 4 --paired raw_data/recovered_fastq/SRR33963323_1.fastq.gz raw_data/recovered_fastq/SRR33963323_2.fastq.gz --report kraken_out/SRR33963323.report --output kraken_out/SRR33963323.kraken,classified
SRR33963324,present,present,kraken_out/SRR33963324.report;kraken_out/SRR33963324.kraken;processed_data/current_best_taxonomy_matrix.csv,SAMN49039016,PRJNA1276251,SRX29162114,PAIRED,GENOMIC,ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/024/SRR33963324/SRR33963324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/024/SRR33963324/SRR33963324_2.fastq.gz,df4785b5d0c8fa2cf7bd3acdcc1e14be;b164faf4d01c434f493b97a542bf306e,920874446;930824025,1851698471,skipped_already_complete,recovered_and_classified,False,False,,Linux environment required,curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/024/SRR33963324/SRR33963324_1.fastq.gz' -o raw_data/recovered_fastq/SRR33963324_1.fastq.gz && curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/024/SRR33963324/SRR33963324_2.fastq.gz' -o raw_data/recovered_fastq/SRR33963324_2.fastq.gz,wget -c https://genome-idx.s3.amazonaws.com/kraken/minikraken2_v2_8GB_201904.tgz -O kraken_db/minikraken2_v2_8GB_201904.tgz && tar -xzf kraken_db/minikraken2_v2_8GB_201904.tgz -C kraken_db && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/024/SRR33963324/SRR33963324_1.fastq.gz' -O raw_data/recovered_fastq/SRR33963324_1.fastq.gz && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR339/024/SRR33963324/SRR33963324_2.fastq.gz' -O raw_data/recovered_fastq/SRR33963324_2.fastq.gz && kraken2 --db kraken_db/minikraken2_v2_8GB_201904_UPDATE --threads 4 --paired raw_data/recovered_fastq/SRR33963324_1.fastq.gz raw_data/recovered_fastq/SRR33963324_2.fastq.gz --report kraken_out/SRR33963324.report --output kraken_out/SRR33963324.kraken,classified
SRR5365029,present,present,kraken_out/SRR5365029.report;kraken_out/SRR5365029.kraken;processed_data/current_best_taxonomy_matrix.csv,SAMN06606462,PRJNA379362,SRX2660456,PAIRED,METAGENOMIC,ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/009/SRR5365029/SRR5365029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/009/SRR5365029/SRR5365029_2.fastq.gz,15ce560e31214ddf2e65723d50b6a67f;9f2e2b2098e480308d66035958d92adb,130820877;168398912,299219789,skipped_already_complete,recovered_and_classified,False,False,,Linux environment required,curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/009/SRR5365029/SRR5365029_1.fastq.gz' -o raw_data/recovered_fastq/SRR5365029_1.fastq.gz && curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/009/SRR5365029/SRR5365029_2.fastq.gz' -o raw_data/recovered_fastq/SRR5365029_2.fastq.gz,wget -c https://genome-idx.s3.amazonaws.com/kraken/minikraken2_v2_8GB_201904.tgz -O kraken_db/minikraken2_v2_8GB_201904.tgz && tar -xzf kraken_db/minikraken2_v2_8GB_201904.tgz -C kraken_db && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/009/SRR5365029/SRR5365029_1.fastq.gz' -O raw_data/recovered_fastq/SRR5365029_1.fastq.gz && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR536/009/SRR5365029/SRR5365029_2.fastq.gz' -O raw_data/recovered_fastq/SRR5365029_2.fastq.gz && kraken2 --db kraken_db/minikraken2_v2_8GB_201904_UPDATE --threads 4 --paired raw_data/recovered_fastq/SRR5365029_1.fastq.gz raw_data/recovered_fastq/SRR5365029_2.fastq.gz --report kraken_out/SRR5365029.report --output kraken_out/SRR5365029.kraken,classified
SRR8468865,present,present,kraken_out/SRR8468865.report;kraken_out/SRR8468865.kraken;processed_data/current_best_taxonomy_matrix.csv,SAMN10786231,PRJNA516299,SRX5275271,SINGLE,METAGENOMIC,ftp.sra.ebi.ac.uk/vol1/fastq/SRR846/005/SRR8468865/SRR8468865_1.fastq.gz,d3a4d59b07cdaeaf2f5884592b8f00c2,37858517,37858517,skipped_already_complete,recovered_and_classified,False,False,,Linux environment required,curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR846/005/SRR8468865/SRR8468865_1.fastq.gz' -o raw_data/recovered_fastq/SRR8468865_1.fastq.gz,wget -c https://genome-idx.s3.amazonaws.com/kraken/minikraken2_v2_8GB_201904.tgz -O kraken_db/minikraken2_v2_8GB_201904.tgz && tar -xzf kraken_db/minikraken2_v2_8GB_201904.tgz -C kraken_db && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR846/005/SRR8468865/SRR8468865_1.fastq.gz' -O raw_data/recovered_fastq/SRR8468865_1.fastq.gz && kraken2 --db kraken_db/minikraken2_v2_8GB_201904_UPDATE --threads 4 raw_data/recovered_fastq/SRR8468865_1.fastq.gz --report kraken_out/SRR8468865.report --output kraken_out/SRR8468865.kraken,classified
SRR9093167,present,present,kraken_out/SRR9093167.report;kraken_out/SRR9093167.kraken;processed_data/current_best_taxonomy_matrix.csv,SAMN11772500,PRJNA543600,SRX5868222,PAIRED,METAGENOMIC,ftp.sra.ebi.ac.uk/vol1/fastq/SRR909/007/SRR9093167/SRR9093167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR909/007/SRR9093167/SRR9093167_2.fastq.gz,79f93d44d5d7a2356376ad883a878c32;227b056a7803bf10d43957370d0084d0,2715054810;3312914698,6027969508,skipped_already_complete,recovered_and_classified,False,False,,Linux environment required,curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR909/007/SRR9093167/SRR9093167_1.fastq.gz' -o raw_data/recovered_fastq/SRR9093167_1.fastq.gz && curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR909/007/SRR9093167/SRR9093167_2.fastq.gz' -o raw_data/recovered_fastq/SRR9093167_2.fastq.gz,wget -c https://genome-idx.s3.amazonaws.com/kraken/minikraken2_v2_8GB_201904.tgz -O kraken_db/minikraken2_v2_8GB_201904.tgz && tar -xzf kraken_db/minikraken2_v2_8GB_201904.tgz -C kraken_db && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR909/007/SRR9093167/SRR9093167_1.fastq.gz' -O raw_data/recovered_fastq/SRR9093167_1.fastq.gz && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR909/007/SRR9093167/SRR9093167_2.fastq.gz' -O raw_data/recovered_fastq/SRR9093167_2.fastq.gz && kraken2 --db kraken_db/minikraken2_v2_8GB_201904_UPDATE --threads 4 --paired raw_data/recovered_fastq/SRR9093167_1.fastq.gz raw_data/recovered_fastq/SRR9093167_2.fastq.gz --report kraken_out/SRR9093167.report --output kraken_out/SRR9093167.kraken,classified
SRR9830591,present,present,kraken_out/SRR9830591.report;kraken_out/SRR9830591.kraken;processed_data/current_best_taxonomy_matrix.csv,SAMN12139125,PRJNA551105,SRX6587040,PAIRED,METAGENOMIC,ftp.sra.ebi.ac.uk/vol1/fastq/SRR983/001/SRR9830591/SRR9830591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR983/001/SRR9830591/SRR9830591_2.fastq.gz,7efaccb718d7241ff46e45eeb1d8e681;27b7ec3edb895020dd8f874c37b45501,1704436060;1740871084,3445307144,completed,recovered_and_classified,False,False,,Linux environment required,curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR983/001/SRR9830591/SRR9830591_1.fastq.gz' -o raw_data/recovered_fastq/SRR9830591_1.fastq.gz && curl -L 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR983/001/SRR9830591/SRR9830591_2.fastq.gz' -o raw_data/recovered_fastq/SRR9830591_2.fastq.gz,wget -c https://genome-idx.s3.amazonaws.com/kraken/minikraken2_v2_8GB_201904.tgz -O kraken_db/minikraken2_v2_8GB_201904.tgz && tar -xzf kraken_db/minikraken2_v2_8GB_201904.tgz -C kraken_db && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR983/001/SRR9830591/SRR9830591_1.fastq.gz' -O raw_data/recovered_fastq/SRR9830591_1.fastq.gz && wget -c 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR983/001/SRR9830591/SRR9830591_2.fastq.gz' -O raw_data/recovered_fastq/SRR9830591_2.fastq.gz && kraken2 --db kraken_db/minikraken2_v2_8GB_201904_UPDATE --threads 4 --paired raw_data/recovered_fastq/SRR9830591_1.fastq.gz raw_data/recovered_fastq/SRR9830591_2.fastq.gz --report kraken_out/SRR9830591.report --output kraken_out/SRR9830591.kraken,classified
